"","lab","lowanchor_m","lowanchor_s","lowanchor_n","highanchor_m","highanchor_s","highanchor_n","mdiff","ci.low","ci.high","other_lab_capture","meta_effect","meta_analysis_capture","same_size_replication_capture","same_size_replication_count","Country","OnlineorLab","USAorNot"
"26","tamuc",9278.88372093023,9929.39189911231,43,38872.2777777778,7727.15906253895,36,29593.3940568475,25546.9053682354,33639.8827454597,0.444444444444444,23048.6118995303,FALSE,0.086,500,"USA","Lab","USA"
"27","tamuon",14995.2058823529,12897.1528206029,102,35264.4653465347,8682.66539786528,101,20269.2594641817,17223.3973986176,23315.1215297458,0.277777777777778,23316.7098296238,FALSE,0.73,500,"USA","Online","USA"
"28","tilburg",11714.98495,8647.76086071636,48,28629.8047058824,12708.0875431662,17,16914.8197558824,11365.6019603888,22464.037551376,0.25,23382.7402012703,FALSE,0.464,500,"Netherlands","Lab","NotUSA"
"29","ufl",10135.1166666667,8629.17954756559,60,35928.7966101695,9559.03947667024,59,25793.6799435028,22488.6694397332,29098.6904472724,0.444444444444444,23154.9192446236,TRUE,0.56,500,"USA","Lab","USA"
"30","unipd",21991.0852285714,9317.49709880633,56,30242.5570434783,5853.22623121322,46,8251.47181490684,5113.82887609613,11389.1147537175,0,23668.9335179932,FALSE,0,500,"Italy","Online","NotUSA"
"31","uva",10768.0487804878,8365.37668892208,41,32899.2,10447.2154854775,35,22131.1512195122,17830.1831850731,26432.1192539513,0.527777777777778,23260.2389500958,TRUE,0.928,500,"USA","Lab","USA"
"32","wisc",10082.829787234,9334.86279985608,47,36850.8409090909,10227.3956969281,44,26768.0111218569,22693.1609591361,30842.8612845776,0.583333333333333,23129.8128304482,TRUE,0.518,500,"USA","Lab","USA"
"33","wku",9046.55555555555,10664.5351227162,54,36968.3863636364,6826.44108038704,44,27921.8308080808,24234.4923861098,31609.1692300518,0.527777777777778,23093.8317913761,FALSE,0.204,500,"USA","Lab","USA"
"34","wl",11009.4888888889,7704.2922234717,45,33802.3902439024,9983.76262958522,41,22792.9013550135,18987.5934577063,26598.2092523208,0.555555555555556,23242.1685776967,TRUE,0.932,500,"USA","Lab","USA"
"35","wpi",12090.4693877551,10232.8972846201,49,34114.6470588235,8629.94236043237,34,22024.1776710684,17755.3625525977,26292.9927895391,0.527777777777778,23263.5950788441,TRUE,0.944,500,"USA","Lab","USA"
