"","Participant_ID","referrer","CredCond","mcdv1","age","year","Genderfactor","ethnicity","AttentionCheck"
"2381","18","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2382","19","SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"2383","2","SanDiegoStateUniversity","Credentials",3,"38","Other","Female","Multiracial","Pass"
"2384","20","SanDiegoStateUniversity","Credentials",0,"45","Other","Male","White, non-Hispanic or latino","Pass"
"2385","21","SanDiegoStateUniversity","Credentials",0,"20","Sophomore","Male","Latino or Hispanic","Pass"
"2386","22","SanDiegoStateUniversity","NoCredentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2387","23","SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2388","24","SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Fail"
"2389","25","SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Male","Asian-American","Pass"
"2390","26","SanDiegoStateUniversity","Credentials",0,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2391","27","SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"2392","28","SanDiegoStateUniversity","NoCredentials",3,"30","Senior","Male","White, non-Hispanic or latino","Pass"
"2393","29","SanDiegoStateUniversity","NoCredentials",0,"19","Sophomore","Male","Latino or Hispanic","Fail"
"2394","3","SanDiegoStateUniversity","Credentials",0,"20","Junior",NA,"Other","Fail"
"2395","30","SanDiegoStateUniversity","NoCredentials",1,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2396","31","SanDiegoStateUniversity","NoCredentials",1,"18","First-year","Female","Latino or Hispanic","Pass"
"2397","32","SanDiegoStateUniversity","NoCredentials",2,"18","First-year","Female","Latino or Hispanic","Pass"
"2398","33","SanDiegoStateUniversity","Credentials",0,"19","Sophomore","Female","Multiracial","Pass"
"2399","34","SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"2400","35","SanDiegoStateUniversity","Credentials",0,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2401","36","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2402","37","SanDiegoStateUniversity","NoCredentials",-2,"25","First-year","Male","Other","Pass"
"2403","38","SanDiegoStateUniversity","Credentials",0,"19","Sophomore","Female","Multiracial","Pass"
"2404","39","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"2405","4","SanDiegoStateUniversity","Credentials",2,"21","Senior","Female","Other","Pass"
"2406","40","SanDiegoStateUniversity","Credentials",0,"23","Sophomore","Male","Latino or Hispanic","Pass"
"2407","41","SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Female","Multiracial","Pass"
"2408","42","SanDiegoStateUniversity","Credentials",0,"18",NA,"Female","Asian-American","Pass"
"2409","43","SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"2410","44","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2411","45","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","Multiracial","Pass"
"2412","46","SanDiegoStateUniversity","NoCredentials",2,"19","Sophomore","Male","Asian-American","Fail"
"2413","47","SanDiegoStateUniversity","Credentials",1,"18","First-year","Male","African-American","Pass"
"2414","48","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","Asian-American","Pass"
"2415","49","SanDiegoStateUniversity","NoCredentials",0,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2416","5","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"2417","50","SanDiegoStateUniversity","NoCredentials",0,"18","Sophomore","Female","African-American","Pass"
"2418","51","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","Asian-American","Pass"
"2419","52","SanDiegoStateUniversity","Credentials",1,"18","First-year","Female","Multiracial","Fail"
"2420","53","SanDiegoStateUniversity","Credentials",2,"24","Junior","Male","Other","Fail"
"2421","54","SanDiegoStateUniversity","Credentials",0,"20","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2422","55","SanDiegoStateUniversity","NoCredentials",1,"18","First-year","Male","Latino or Hispanic","Pass"
"2424","57","SanDiegoStateUniversity","Credentials",2,"19","First-year","Male","Latino or Hispanic","Pass"
"2425","58","SanDiegoStateUniversity","NoCredentials",0,"20","Sophomore","Male","White, non-Hispanic or latino",NA
"2426","59","SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2427","6","SanDiegoStateUniversity","NoCredentials",0,"23","First-year","Male","White, non-Hispanic or latino","Pass"
"2428","60","SanDiegoStateUniversity","NoCredentials",1,"18","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2429","61","SanDiegoStateUniversity","Credentials",2,"18","First-year","Male","African-American","Fail"
"2430","62","SanDiegoStateUniversity","Credentials",0,"19","Sophomore","Female","Asian-American","Fail"
"2431","63","SanDiegoStateUniversity","Credentials",1,"18","First-year","Female","Asian-American","Pass"
"2432","64","SanDiegoStateUniversity","NoCredentials",0,"19","Sophomore","Female","Asian-American","Pass"
"2433","65","SanDiegoStateUniversity","NoCredentials",0,"19","Sophomore","Female","Other","Pass"
"2434","66","SanDiegoStateUniversity","NoCredentials",0,"19","Sophomore","Male","Multiracial","Pass"
"2435","67","SanDiegoStateUniversity","Credentials",1,"19","First-year","Female","Asian-American","Pass"
"2436","68","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2437","69","SanDiegoStateUniversity","Credentials",0,"20","First-year","Female","Other","Fail"
"2438","7","SanDiegoStateUniversity","NoCredentials",1,"19","First-year","Male","Other","Pass"
"2439","70","SanDiegoStateUniversity","NoCredentials",-3,"20","Junior","Female","Native American and Alaska Native","Fail"
"2440","71","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2441","72","SanDiegoStateUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2442","73","SanDiegoStateUniversity","NoCredentials",0,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2443","74","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","Asian-American","Fail"
"2444","75","SanDiegoStateUniversity","NoCredentials",1,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"2445","76","SanDiegoStateUniversity","Credentials",0,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2446","77","SanDiegoStateUniversity","Credentials",0,"19","Sophomore","Female","African-American","Pass"
"2447","78","SanDiegoStateUniversity","Credentials",0,"18","First-year","Male","Asian-American","Fail"
"2448","79","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2449","8","SanDiegoStateUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2450","80","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2451","81","SanDiegoStateUniversity","NoCredentials",0,"21","Senior","Female","Other","Pass"
"2452","82","SanDiegoStateUniversity","Credentials",1,"18","First-year","Male","Latino or Hispanic","Pass"
"2453","83","SanDiegoStateUniversity","NoCredentials",0,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"2454","84","SanDiegoStateUniversity","NoCredentials",1,"23","Senior","Male","Asian-American","Pass"
"2455","85","SanDiegoStateUniversity","Credentials",2,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2456","86","SanDiegoStateUniversity","Credentials",1,"18","First-year","Female","Asian-American","Pass"
"2457","87","SanDiegoStateUniversity","NoCredentials",1,"23","Junior","Female","White, non-Hispanic or latino","Pass"
"2458","88","SanDiegoStateUniversity","NoCredentials",1,"18","First-year","Female","Latino or Hispanic","Pass"
"2459","89","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","Asian-American","Pass"
"2460","9","SanDiegoStateUniversity","Credentials",0,"19","Sophomore","Male","Asian-American","Pass"
"2461","90","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","African-American","Fail"
"2463","92","SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"2464","93","SanDiegoStateUniversity","Credentials",-2,"18","First-year","Male","Asian-American","Pass"
"2465","94","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2466","95","SanDiegoStateUniversity","Credentials",0,"19","First-year","Female","Asian-American","Fail"
"2467","96","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2468","97","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","Multiracial","Pass"
"2469","98","SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","Multiracial","Pass"
"2470","99","SanDiegoStateUniversity","Credentials",-2,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2472",NA,"SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Female","Asian-American","Fail"
"2473",NA,"SanDiegoStateUniversity","Credentials",0,"18","First-year","Female","Asian-American","Pass"
"2474",NA,"SanDiegoStateUniversity","NoCredentials",1,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2475",NA,"SanDiegoStateUniversity","NoCredentials",2,"19","First-year","Male","Asian-American","Fail"
"2476",NA,"SanDiegoStateUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"2478",NA,"SanDiegoStateUniversity","Credentials",1,"23","Senior","Female","Asian-American","Fail"
"2479",NA,"SanDiegoStateUniversity","Credentials",3,NA,NA,NA,NA,NA
"2480",NA,"SanDiegoStateUniversity","Credentials",1,"23","Other","Female","Asian-American","Fail"
