"","Participant_ID","referrer","ClipboardWeight","IIResponse","CBReject","age","year","Genderfactor","ethnicity","AttentionCheck"
"3445","120","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year",NA,"Asian-American","Fail"
"3446","121","UniversityOfVirginia","Light Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3447","122","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Female","Asian-American","Pass"
"3448","123","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"3450","125","UniversityOfVirginia","Light Clipboard",6,"Include","19","First-year","Female","Asian-American","Pass"
"3451","126","UniversityOfVirginia","Heavy Clipboard",7,"Include","19","Junior","Female","White, non-Hispanic or latino","Pass"
"3452","127","UniversityOfVirginia","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"3453","128","UniversityOfVirginia","Heavy Clipboard",7,"Include","20","Junior","Female","Afghan","Pass"
"3454","129","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3455","13","UniversityOfVirginia","Light Clipboard",7,"Include","19","Sophomore","Female","Asian-American","Pass"
"3456","130","UniversityOfVirginia","Heavy Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"3458","132","UniversityOfVirginia","Heavy Clipboard",5,"Include","18","First-year","Male","Asian-American","Fail"
"3459","133","UniversityOfVirginia","Light Clipboard",6,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"3460","134","UniversityOfVirginia","Heavy Clipboard",7,"Include","19","First-year","Male","Latino or Hispanic","Pass"
"3462","136","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Male","African-American","Pass"
"3463","137","UniversityOfVirginia","Light Clipboard",4,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"3464","138","UniversityOfVirginia","Heavy Clipboard",6,"Include","20","Junior","Female","Multiracial","Fail"
"3465","139","UniversityOfVirginia","Light Clipboard",7,"Include","19","First-year","Male","Asian-American","Pass"
"3467","140","UniversityOfVirginia","Heavy Clipboard",6,"Include","19","Sophomore",NA,"White, non-Hispanic or latino","Pass"
"3469","142","UniversityOfVirginia","Heavy Clipboard",6,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"3470","143","UniversityOfVirginia","Light Clipboard",7,"Include","19","Sophomore","Male","African-American","Fail"
"3471","144","UniversityOfVirginia","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3472","145","UniversityOfVirginia","Light Clipboard",6,"Include",NA,NA,NA,NA,NA
"3473","146","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Male","Multiracial","Pass"
"3474","147","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"3475","148","UniversityOfVirginia","Heavy Clipboard",5,"Include","19","Sophomore","Female","Asian-American","Pass"
"3476","149","UniversityOfVirginia","Light Clipboard",5,"Include",NA,NA,NA,NA,NA
"3477","15","UniversityOfVirginia","Light Clipboard",3,"Include",NA,NA,NA,NA,NA
"3478","150","UniversityOfVirginia","Heavy Clipboard",7,"Include","19","First-year","Female","White, non-Hispanic or latino","Pass"
"3479","151","UniversityOfVirginia","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3481","153","UniversityOfVirginia","Light Clipboard",7,"Include","22","Senior","Female","Multiracial","Fail"
"3482","154","UniversityOfVirginia","Heavy Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3485","157","UniversityOfVirginia","Light Clipboard",5,"Include","19","First-year","Male","Other","Fail"
"3486","158","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"3487","159","UniversityOfVirginia","Light Clipboard",7,"Include","18","First-year","Female","Other","Fail"
"3488","16","UniversityOfVirginia","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"3489","161","UniversityOfVirginia","Light Clipboard",6,"Include","20","Junior","Female","Asian-American","Pass"
"3490","162","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Male","Asian-American","Fail"
"3491","163","UniversityOfVirginia","Light Clipboard",6,"Include","20","Junior","Male","White, non-Hispanic or latino","Pass"
"3492","164","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3493","165","UniversityOfVirginia","Light Clipboard",6,"Include","19","First-year","Female","African-American","Pass"
"3494","166","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"3495","167","UniversityOfVirginia","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3496","168","UniversityOfVirginia","Heavy Clipboard",6,"Include","20","Junior","Male","White, non-Hispanic or latino","Pass"
"3497","169","UniversityOfVirginia","Light Clipboard",5,"Include","18","First-year","Female","Asian-American","Fail"
"3498","169","UniversityOfVirginia","Light Clipboard",5,"Include",NA,NA,NA,NA,NA
"3499","17","UniversityOfVirginia","Light Clipboard",7,"Include","21","Senior","Male","Multiracial","Fail"
"3500","170","UniversityOfVirginia","Heavy Clipboard",5,"Include",NA,NA,NA,NA,NA
"3501","171","UniversityOfVirginia","Light Clipboard",5,"Include","18","First-year","Male","Asian-American","Fail"
"3502","172","UniversityOfVirginia","Heavy Clipboard",3,"Include","20","Junior","Male","Latino or Hispanic","Pass"
"3503","173","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Male","White, non-Hispanic or latino","Fail"
"3504","174","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"3505","175","UniversityOfVirginia","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"3506","176","UniversityOfVirginia","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3507","177","UniversityOfVirginia","Light Clipboard",7,"Include","19","First-year","Female","Asian-American","Pass"
"3508","178","UniversityOfVirginia","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"3510","18","UniversityOfVirginia","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3516","185","UniversityOfVirginia","Light Clipboard",7,"Include","19","First-year","Male","Asian-American","Fail"
"3518","187","UniversityOfVirginia","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"3519","188","UniversityOfVirginia","Heavy Clipboard",7,"Include","20","Junior","Male","White, non-Hispanic or latino","Pass"
"3520","189","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","Native Hawaiian and other Pacific Islander","Pass"
"3521","19","UniversityOfVirginia","Light Clipboard",6,"Include","23","Other","Female","White, non-Hispanic or latino","Pass"
"3523","191","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Male","Multiracial","Fail"
"3524","192","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"3525","193","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","Asian-American","Pass"
"3532","20","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Male","Asian-American","Pass"
"3534","201","UniversityOfVirginia","Light Clipboard",6,"Include","19","First-year","Female","Latino or Hispanic","Pass"
"3535","202","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Female","Latino or Hispanic","Pass"
"3536","203","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3537","204","UniversityOfVirginia","Heavy Clipboard",5,"Include","20","Junior","Male","White, non-Hispanic or latino","Pass"
"3538","21","UniversityOfVirginia","Light Clipboard",5,"Include",NA,NA,NA,NA,NA
"3539","22","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Female","Asian-American","Pass"
"3540","23","UniversityOfVirginia","Light Clipboard",7,"Include","18","First-year","Female","African-American","Fail"
"3541","24","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3542","25","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3543","26","UniversityOfVirginia","Heavy Clipboard",7,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3544","27","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3545","28","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Female",NA,"Pass"
"3546","29","UniversityOfVirginia","Light Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3548","31","UniversityOfVirginia","Light Clipboard",5,"Include",NA,NA,NA,NA,NA
"3549","32","UniversityOfVirginia","Heavy Clipboard",6,"Include","19","Junior","Female","White, non-Hispanic or latino","Pass"
"3550","33","UniversityOfVirginia","Light Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3552","35","UniversityOfVirginia","Light Clipboard",3,"Include","18","First-year","Male","White, non-Hispanic or latino","Pass"
"3553","36","UniversityOfVirginia","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3554","37","UniversityOfVirginia","Light Clipboard",7,"Include","19","Junior","Female","Asian-American","Fail"
"3555","38","UniversityOfVirginia","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"3556","39","UniversityOfVirginia","Light Clipboard",7,"Include","18","Sophomore","Male","Asian-American","Pass"
"3558","41","UniversityOfVirginia","Light Clipboard",7,"Include","17","First-year","Female","White, non-Hispanic or latino","Pass"
"3559","42","UniversityOfVirginia","Heavy Clipboard",2,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3560","43","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3561","44","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Female","Asian-American","Pass"
"3563","46","UniversityOfVirginia","Heavy Clipboard",6,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"3564","47","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3565","48","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3566","49","UniversityOfVirginia","Light Clipboard",5,"Include","18","First-year","Male","Multiracial","Pass"
"3567","50","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Male","Multiracial","Pass"
"3568","51","UniversityOfVirginia","Light Clipboard",7,"Include","18","First-year","Female","African-American","Pass"
"3569","52","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3571","54","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3572","55","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3573","56","UniversityOfVirginia","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3574","57","UniversityOfVirginia","Light Clipboard",6,"Include","20","Junior","Male","Asian-American","Pass"
"3576","59","UniversityOfVirginia","Light Clipboard",7,"Include","18","First-year","Female","African-American","Pass"
"3577","60","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3578","61","UniversityOfVirginia","Light Clipboard",7,"Include","19","First-year","Male","White, non-Hispanic or latino","Fail"
"3579","62","UniversityOfVirginia","Heavy Clipboard",5,"Include","18","First-year","Male","Asian-American","Fail"
"3580","63","UniversityOfVirginia","Light Clipboard",7,"Include","20","Junior","Female","White, non-Hispanic or latino","Pass"
"3581","64","UniversityOfVirginia","Heavy Clipboard",5,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3582","65","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Male","Asian-American","Fail"
"3583","66","UniversityOfVirginia","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3584","67","UniversityOfVirginia","Light Clipboard",6,"Include","19","Sophomore","Female","Asian-American","Fail"
"3585","68","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3586","69","UniversityOfVirginia","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"3588","70","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Female","Asian-American","Fail"
"3589","71","UniversityOfVirginia","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"3590","72","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Male","Multiracial","Pass"
"3591","73","UniversityOfVirginia","Light Clipboard",7,"Include",NA,NA,NA,NA,NA
"3592","74","UniversityOfVirginia","Heavy Clipboard",7,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3593","75","UniversityOfVirginia","Light Clipboard",4,"Include",NA,NA,NA,NA,NA
"3594","76","UniversityOfVirginia","Heavy Clipboard",6,"Include","19","First-year","Male","White, non-Hispanic or latino","Fail"
"3595","77","UniversityOfVirginia","Light Clipboard",7,"Include","19","First-year","Male","White, non-Hispanic or latino","Pass"
"3596","78","UniversityOfVirginia","Heavy Clipboard",7,"Include",NA,NA,NA,NA,NA
"3597","79","UniversityOfVirginia","Light Clipboard",7,"Include","18","First-year","Male","Asian-American","Pass"
"3598","8","UniversityOfVirginia","Heavy Clipboard",6,"Include","21","Senior","Female","White, non-Hispanic or latino","Fail"
"3599","80","UniversityOfVirginia","Heavy Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"3600","81","UniversityOfVirginia","Light Clipboard",6,"Include","17","First-year","Male","African-American","Pass"
"3601","82","UniversityOfVirginia","Heavy Clipboard",6,"Include","19","Sophomore","Female","Other","Fail"
"3602","83","UniversityOfVirginia","Light Clipboard",5,"Include","21","Senior","Male","White, non-Hispanic or latino","Pass"
"3603","84","UniversityOfVirginia","Heavy Clipboard",7,"Include","19","Sophomore","Female","Asian-American","Pass"
"3604","85","UniversityOfVirginia","Light Clipboard",5,"Include",NA,NA,NA,NA,NA
"3605","86","UniversityOfVirginia","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3606","88","UniversityOfVirginia","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3607","89","UniversityOfVirginia","Light Clipboard",6,"Include","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3609","90","UniversityOfVirginia","Heavy Clipboard",5,"Include","22","Senior","Female","White, non-Hispanic or latino","Pass"
"3611","92","UniversityOfVirginia","Heavy Clipboard",6,"Include",NA,NA,NA,NA,NA
"3612","93","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3613","93","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Fail"
"3614","94","UniversityOfVirginia","Heavy Clipboard",5,"Include","20","Junior","Male","White, non-Hispanic or latino","Pass"
"3615","95","UniversityOfVirginia","Light Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3616","96","UniversityOfVirginia","Heavy Clipboard",7,"Include","17","First-year","Male","White, non-Hispanic or latino","Pass"
"3617","97","UniversityOfVirginia","Light Clipboard",6,"Include","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3618","98","UniversityOfVirginia","Heavy Clipboard",6,"Include","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3619","99","UniversityOfVirginia","Light Clipboard",5,"Include",NA,NA,NA,NA,NA
