"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"305","121","cnj","ms",3,1,1
"306","122","cnj","ms",0,4,1
"307","123","cnj","ms",-0.333333333333333,1,1
"308","124","cnj","tv",2.33333333333333,NA,1
"309","125","cnj","ms",0.333333333333334,1,1
"310","126","cnj","ms",2,1,1
"311","127","cnj","ms",2,4,2
"312","128","cnj","tv",0.333333333333333,6,1
"313","129","cnj","ms",-0.333333333333334,1,1
"314","130","cnj","ms",0,2,1
"317","133","cnj","tv",1.33333333333333,1,1
"318","134","cnj","tv",-1,1,1
"319","135","cnj","ms",2,1,1
"320","136","cnj","tv",5,1,1
"321","137","cnj","ms",3.33333333333333,1,1
"322","138","cnj","ms",6,1,1
"323","139","cnj","tv",3.66666666666667,1,1
"324","140","cnj","ms",1.33333333333333,1,1
"325","141","cnj","ms",3.33333333333333,1,2
