"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck","Temperatureinlab"
"853",NA,"MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",NA
"854",NA,"MichiganStateUniversity","Agentic",60,"20","Junior","Female","African-American","Pass",NA
"855",NA,"MichiganStateUniversity","Agentic",68,"20","Junior","Male","White, non-Hispanic or latino","Fail",NA
"856",NA,"MichiganStateUniversity","Agentic",75,"20","Junior","Female","Other","Fail",NA
"858",NA,"MichiganStateUniversity","Agentic",71,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",NA
"859",NA,"MichiganStateUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Pass",NA
"861",NA,"MichiganStateUniversity","Communal",70,"20","Junior","Female","White, non-Hispanic or latino","Pass",NA
"862",NA,"MichiganStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",NA
"863",NA,"MichiganStateUniversity","Communal",65,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",NA
"864",NA,"MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",NA
"865",NA,"MichiganStateUniversity","Communal",75,"19","Sophomore","Female","Asian-American","Fail",NA
"867",NA,"MichiganStateUniversity","Agentic",68,"20","Junior","Male","White, non-Hispanic or latino","Pass",NA
"868",NA,"MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",NA
"869",NA,"MichiganStateUniversity","Agentic",70,"22","Senior","Female","Other","Fail",NA
"870",NA,"MichiganStateUniversity","Agentic",75,"22","Sophomore","Male","Asian-American","Fail",NA
"872",NA,"MichiganStateUniversity","Communal",70,"19","Sophomore","Male","White, non-Hispanic or latino","Pass",NA
"873",NA,"MichiganStateUniversity","Agentic",64,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",NA
"874",NA,"MichiganStateUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Pass",NA
"875",NA,"MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",NA
"876",NA,"MichiganStateUniversity","Agentic",72,"18","First-year","Female","White, non-Hispanic or latino","Pass",NA
