"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck","Temperatureinlab"
"909","129","MontanaStateUniversity","Communal",68,"20","Junior","Male","White, non-Hispanic or latino","Pass",69
"910","13","MontanaStateUniversity","Communal",60,"22","First-year","Male","Other","Fail",78
"911","130","MontanaStateUniversity","Communal",65,"22","Junior","Male","White, non-Hispanic or latino","Pass",68
"912","131","MontanaStateUniversity","Communal",65,"18","First-year","Female","White, non-Hispanic or latino","Pass",68
"913","132","MontanaStateUniversity","Agentic",72,"20","Sophomore","Female","Asian-American","Fail",68
"914","133","MontanaStateUniversity","Agentic",68,"18","First-year","Female","Asian-American","Pass",68
"918","15","MontanaStateUniversity","Agentic",65,"17","First-year","Female","White, non-Hispanic or latino","Pass",72
"919","16","MontanaStateUniversity","Agentic",71,"18","First-year","Female","White, non-Hispanic or latino","Pass",74
"920","17","MontanaStateUniversity","Agentic",72,"18","First-year","Male","White, non-Hispanic or latino","Pass",74
"921","19","MontanaStateUniversity","Agentic",72,"18","First-year","Female","Asian-American","Pass",78
"922","20","MontanaStateUniversity","Agentic",80,"18","First-year","Male","White, non-Hispanic or latino","Pass",75
"923","21","MontanaStateUniversity","Communal",70,"17","First-year","Female","White, non-Hispanic or latino","Pass",75
"924","22","MontanaStateUniversity","Communal",68,"18","First-year","Male","White, non-Hispanic or latino","Pass",78
"925","23","MontanaStateUniversity","Agentic",65,"19","Sophomore","Male","Other","Pass",78
"926","24","MontanaStateUniversity","Agentic",71,"18","First-year","Female","White, non-Hispanic or latino","Pass",78
"927","25","MontanaStateUniversity","Communal",65,"18","First-year","Female","Native American and Alaska Native","Pass",78
"929","27","MontanaStateUniversity","Communal",60,"25","Junior","Female","Other","Fail",81
"930","28","MontanaStateUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",82
"931","29","MontanaStateUniversity","Agentic",70,"18","First-year","Female","Latino or Hispanic","Fail",82
"932","30","MontanaStateUniversity","Agentic",66,"18","First-year","Female","White, non-Hispanic or latino","Pass",72
"934","32","MontanaStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"935","33","MontanaStateUniversity","Communal",60,"21","Sophomore","Female","White, non-Hispanic or latino","Fail",71
"936","34","MontanaStateUniversity","Agentic",67,"18","First-year","Male","Latino or Hispanic","Pass",71
"937","35","MontanaStateUniversity","Communal",70,"19","Sophomore","Female","Native American and Alaska Native","Pass",71
"938","36","MontanaStateUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"939","37","MontanaStateUniversity","Agentic",70,"21","Senior","Female","White, non-Hispanic or latino","Pass",71
"940","38","MontanaStateUniversity","Agentic",71,"19","First-year","Female","White, non-Hispanic or latino","Pass",71
"941","39","MontanaStateUniversity","Communal",64,"22","Sophomore","Male","White, non-Hispanic or latino","Pass",71
"942","40","MontanaStateUniversity","Agentic",68,"19","First-year","Female","White, non-Hispanic or latino","Fail",68
"943","41","MontanaStateUniversity","Agentic",73,"31","Junior","Female","White, non-Hispanic or latino","Pass",68
"944","42","MontanaStateUniversity","Communal",65,"19","Sophomore","Male","White, non-Hispanic or latino","Pass",68
"945","43","MontanaStateUniversity","Communal",60,"18","First-year","Male","White, non-Hispanic or latino","Pass",70
"946","44","MontanaStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",70
"947","45","MontanaStateUniversity","Communal",70,"20","Sophomore","Female","White, non-Hispanic or latino","Fail",70
"948","46","MontanaStateUniversity","Agentic",60,"18","First-year","Female","White, non-Hispanic or latino","Pass",72
"949","47","MontanaStateUniversity","Agentic",65,"22","Sophomore","Male","White, non-Hispanic or latino","Pass",72
"951","49","MontanaStateUniversity","Communal",68,"18","Sophomore","Female","Latino or Hispanic","Fail",71
"952","50","MontanaStateUniversity","Communal",70,"20","Junior","Female","White, non-Hispanic or latino","Pass",74
"953","51","MontanaStateUniversity","Communal",75,"25","First-year","Female","White, non-Hispanic or latino","Fail",74
"957","56","MontanaStateUniversity","Communal",75,"19","Sophomore","Female","White, non-Hispanic or latino","Fail",78
"958","57","MontanaStateUniversity","Communal",78,"25","Other","Male","White, non-Hispanic or latino","Pass",78
"959","58","MontanaStateUniversity","Agentic",70,"22","Junior","Male","White, non-Hispanic or latino","Fail",78
"960","59","MontanaStateUniversity","Agentic",78,"18","First-year","Male","White, non-Hispanic or latino","Pass",78
"961","60","MontanaStateUniversity","Communal",67,"28","First-year","Female","White, non-Hispanic or latino","Pass",78
"962","61","MontanaStateUniversity","Communal",73,NA,"First-year","Male","White, non-Hispanic or latino","Pass",78
"963","62","MontanaStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",78
"964","63","MontanaStateUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",78
"967","66","MontanaStateUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",80
"968","67","MontanaStateUniversity","Communal",70,"30","Junior","Female","White, non-Hispanic or latino","Fail",80
"969","68","MontanaStateUniversity","Communal",75,"19","Other","Female","White, non-Hispanic or latino","Pass",80
"970","69","MontanaStateUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",74
"971","7","MontanaStateUniversity","Communal",74,"19","First-year","Female","White, non-Hispanic or latino","Pass",65
"972","71","MontanaStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",74
"975","74","MontanaStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",74
"976","75","MontanaStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",74
"977","76","MontanaStateUniversity","Communal",66,"21","Junior","Male","White, non-Hispanic or latino","Pass",74
"978","77","MontanaStateUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",74
"979","78","MontanaStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",76
"980","79","MontanaStateUniversity","Agentic",75,"22","Senior","Male","White, non-Hispanic or latino","Pass",76
"982","80","MontanaStateUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",76
"983","81","MontanaStateUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",76
"984","82","MontanaStateUniversity","Agentic",60,"23","Senior","Female","Asian-American","Fail",76
"985","83","MontanaStateUniversity","Communal",68,"23","Junior","Female","White, non-Hispanic or latino","Pass",76
"986","84","MontanaStateUniversity","Communal",75,"20","Junior","Female","White, non-Hispanic or latino","Fail",76
"987","85","MontanaStateUniversity","Agentic",74,"18","First-year","Male","White, non-Hispanic or latino","Pass",76
"988","86","MontanaStateUniversity","Agentic",73,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",76
"989","87","MontanaStateUniversity","Agentic",72,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",78
"990","88","MontanaStateUniversity","Communal",78,"18","First-year","Female","White, non-Hispanic or latino","Pass",78
"991","89","MontanaStateUniversity","Agentic",70,"18","First-year","Male","White, non-Hispanic or latino","Fail",72
"993","90","MontanaStateUniversity","Agentic",67,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",72
"994","91","MontanaStateUniversity","Agentic",76,"18","First-year","Female","White, non-Hispanic or latino","Fail",72
"995","92","MontanaStateUniversity","Communal",74,"19","First-year","Male","White, non-Hispanic or latino","Fail",74
"996","93","MontanaStateUniversity","Agentic",70,"18","First-year","Male","White, non-Hispanic or latino","Pass",74
"997","94","MontanaStateUniversity","Communal",72,"20","Sophomore","Male","White, non-Hispanic or latino","Fail",74
"998","95","MontanaStateUniversity","Agentic",68,"19","Sophomore","Female","White, non-Hispanic or latino","Fail",76
"1000","97","MontanaStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",76
"1001","98","MontanaStateUniversity","Communal",71,"24","First-year","Female","White, non-Hispanic or latino","Pass",76
"1002","99","MontanaStateUniversity","Communal",61,"18","Sophomore","Female","White, non-Hispanic or latino","Pass",76
"1003",NA,"MontanaStateUniversity","Communal",80,"20","Sophomore","Male","White, non-Hispanic or latino","Pass",NA
"1004",NA,"MontanaStateUniversity","Communal",65,"20","Sophomore","Male","White, non-Hispanic or latino","Fail",NA
"1005",NA,"MontanaStateUniversity","Communal",70,"28","Other","Male","White, non-Hispanic or latino","Pass",NA
"1007",NA,"MontanaStateUniversity","Agentic",70,"18","Junior","Female","White, non-Hispanic or latino","Pass",NA
"1009",NA,"MontanaStateUniversity","Agentic",70,"19","First-year","Female","White, non-Hispanic or latino","Fail",NA
"1010",NA,"MontanaStateUniversity","Communal",71,NA,NA,NA,NA,NA,NA
"1011",NA,"MontanaStateUniversity","Communal",70,"28","First-year","Male","White, non-Hispanic or latino",NA,NA
"1012",NA,"MontanaStateUniversity","Communal",70,"19","Sophomore","Female","White, non-Hispanic or latino","Fail",NA
"1013",NA,"MontanaStateUniversity","Communal",72,"20","Sophomore","Male","White, non-Hispanic or latino","Fail",NA
"1014",NA,"MontanaStateUniversity","Agentic",65,"23","Senior","Female","White, non-Hispanic or latino","Pass",NA
"1015",NA,"MontanaStateUniversity","Communal",72,"21","Junior","Male","White, non-Hispanic or latino","Pass",NA
"1016",NA,"MontanaStateUniversity","Communal",72,"17","First-year","Female","White, non-Hispanic or latino","Fail",NA
"1017",NA,"MontanaStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",NA
"1018",NA,"MontanaStateUniversity","Agentic",75,"20","Sophomore","Female","White, non-Hispanic or latino","Pass",NA
