"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck","Temperatureinlab"
"3698","48","VirginiaCommonwealthUniversity","Agentic",70,"18","First-year","Female","African-American","Fail",74
"3699","49","VirginiaCommonwealthUniversity","Agentic",60,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",75
"3700","50","VirginiaCommonwealthUniversity","Agentic",70,"18","First-year","Male","African-American","Fail",75
"3702","52","VirginiaCommonwealthUniversity","Communal",75,"23","Senior","Male","African-American","Pass",76
"3703","53","VirginiaCommonwealthUniversity","Agentic",75,"22","Senior","Female","African-American","Pass",76
"3704","54","VirginiaCommonwealthUniversity","Communal",60,"18","First-year","Female","Latino or Hispanic","Pass",72
"3705","55","VirginiaCommonwealthUniversity","Agentic",69,"18","First-year","Female","Asian-American","Fail",72
"3706","56","VirginiaCommonwealthUniversity","Communal",72,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"3707","57","VirginiaCommonwealthUniversity","Communal",79,"18","First-year","Male","Other","Fail",76
"3708","58","VirginiaCommonwealthUniversity","Agentic",77,"18","First-year","Female","Asian-American","Pass",77
"3709","59","VirginiaCommonwealthUniversity","Communal",75,"18","First-year","Male","African-American","Pass",78
"3710","60","VirginiaCommonwealthUniversity","Agentic",78,"18","First-year","Female","White, non-Hispanic or latino","Fail",78
"3713","63","VirginiaCommonwealthUniversity","Agentic",70,"19","First-year","Female","White, non-Hispanic or latino","Fail",78
"3714","64","VirginiaCommonwealthUniversity","Communal",85,"22","Junior","Male","Latino or Hispanic","Pass",78
"3715","65","VirginiaCommonwealthUniversity","Agentic",75,"19","Sophomore","Female","African-American","Pass",78
"3716","66","VirginiaCommonwealthUniversity","Communal",75,"19","First-year","Female","African-American","Fail",78
"3717","67","VirginiaCommonwealthUniversity","Communal",70,"19","Sophomore","Female","African-American","Pass",78
"3718","68","VirginiaCommonwealthUniversity","Communal",76,"18","First-year","Male","White, non-Hispanic or latino","Pass",78
"3719","69","VirginiaCommonwealthUniversity","Communal",78,"19","First-year","Male","Asian-American","Pass",78
"3720","7","VirginiaCommonwealthUniversity","Agentic",71,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",78
"3721","70","VirginiaCommonwealthUniversity","Agentic",70,"19","Sophomore","Male","African-American","Pass",69
"3722","71","VirginiaCommonwealthUniversity","Agentic",70,"18","First-year","Female","African-American","Pass",71
"3724","73","VirginiaCommonwealthUniversity","Communal",70,"18","First-year","Female","Asian-American","Pass",69
"3725","74","VirginiaCommonwealthUniversity","Communal",70,"18","First-year","Female","Multiracial","Pass",71
"3726","75","VirginiaCommonwealthUniversity","Communal",70,"18","First-year","Female","Latino or Hispanic","Pass",71
"3728","77","VirginiaCommonwealthUniversity","Agentic",70,"18","First-year","Female","Other","Fail",71
"3729","78","VirginiaCommonwealthUniversity","Communal",71,"18","First-year","Female","Latino or Hispanic","Fail",71
"3730","79","VirginiaCommonwealthUniversity","Agentic",72,"18","First-year","Female","White, non-Hispanic or latino","Fail",70
"3731","8","VirginiaCommonwealthUniversity","Agentic",80,"43","First-year","Male","White, non-Hispanic or latino","Pass",78
"3732","80","VirginiaCommonwealthUniversity","Communal",60,"22","Junior","Male","White, non-Hispanic or latino","Pass",70
"3733","81","VirginiaCommonwealthUniversity","Agentic",72,"19","Sophomore","Female","Asian-American","Pass",71
"3734","82","VirginiaCommonwealthUniversity","Agentic",70,"19","First-year","Male","Other","Fail",72
"3735","83","VirginiaCommonwealthUniversity","Agentic",68,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",71
"3736","84","VirginiaCommonwealthUniversity","Agentic",73,"17","First-year","Female","White, non-Hispanic or latino","Pass",71
"3737","85","VirginiaCommonwealthUniversity","Communal",72,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",69
"3738","86","VirginiaCommonwealthUniversity","Communal",75,"20","Junior","Female","Latino or Hispanic","Pass",68
"3739","87","VirginiaCommonwealthUniversity","Communal",72,"29","Junior","Female","Asian-American","Fail",69
"3740","88","VirginiaCommonwealthUniversity","Agentic",72,"18","First-year","Male","Asian-American","Fail",70
"3741","89","VirginiaCommonwealthUniversity","Agentic",70,"19","First-year","Male","White, non-Hispanic or latino","Pass",70
"3743","90","VirginiaCommonwealthUniversity","Agentic",74,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"3744","91","VirginiaCommonwealthUniversity","Agentic",69,"20","First-year","Male","Other","Pass",70
"3745","92","VirginiaCommonwealthUniversity","Communal",75,"20","Junior","Female","African-American","Fail",69
"3746","93","VirginiaCommonwealthUniversity","Agentic",74,"19","First-year","Male","White, non-Hispanic or latino","Fail",69
"3747","94","VirginiaCommonwealthUniversity","Agentic",70,"18","First-year","Female","African-American","Pass",67
"3749","96","VirginiaCommonwealthUniversity","Agentic",75,"21","Junior","Male","White, non-Hispanic or latino","Fail",68
"3752","99","VirginiaCommonwealthUniversity","Agentic",59,"20","Junior","Female","African-American","Fail",69
"3753",NA,"VirginiaCommonwealthUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",NA
"3754",NA,"VirginiaCommonwealthUniversity","Agentic",78,"18","First-year","Female","White, non-Hispanic or latino","Fail",NA
"3755",NA,"VirginiaCommonwealthUniversity","Communal",74,"19","First-year","Female","White, non-Hispanic or latino","Pass",NA
"3756",NA,"VirginiaCommonwealthUniversity","Agentic",76,"149","Sophomore","Female","African-American","Pass",NA
"3757",NA,"VirginiaCommonwealthUniversity","Agentic",70,"18","First-year","Female","African-American","Pass",NA
"3758",NA,"VirginiaCommonwealthUniversity","Communal",80,"18","First-year","Female","African-American","Fail",NA
"3759",NA,"VirginiaCommonwealthUniversity","Communal",73,NA,NA,NA,NA,NA,NA
