itemID,Condition,stimDV,stimSD,N
17,Prominent2nd,14.0645161290323,4.74647577240888,31
17,Prominent1st,13.2830188679245,4.70015285549542,53
18,Prominent2nd,17.3870967741936,2.60355422905994,31
18,Prominent1st,16.7358490566038,3.7731385802815,53
19,Prominent2nd,14.0967741935484,4.96893575935986,31
19,Prominent1st,14.1509433962264,4.49955650128686,53
20,Prominent2nd,12.5283018867925,4.35715050491676,53
20,Prominent1st,13.2258064516129,3.99757991305869,31
21,Prominent2nd,15.6603773584906,3.97077494968123,53
21,Prominent1st,14.9677419354839,4.78528209525654,31
22,Prominent2nd,11.258064516129,5.00644745593442,31
22,Prominent1st,11.7924528301887,4.60082973522602,53
2,Prominent2nd,12.8181818181818,3.74974746624437,22
2,Prominent1st,13.1,5.16975007031033,20
3,Prominent2nd,11.5454545454545,5.62923722082412,22
3,Prominent1st,9.1,5.3103672189407,20
4,Prominent2nd,15.15,3.4070360633316,20
4,Prominent1st,14,4.60848079502294,22
5,Prominent2nd,14.1818181818182,4.89544359229763,22
5,Prominent1st,16.55,4.09717489317495,20
6,Prominent2nd,12.15,4.63709300952088,20
6,Prominent1st,12.5909090909091,4.52147353677128,22
7,Prominent2nd,7.15,5.14295634824952,20
7,Prominent1st,8.90909090909091,4.76004292606786,22
8,Prominent2nd,15.05,3.95334635067825,20
8,Prominent1st,14.1363636363636,4.65265366722972,22
9,Prominent2nd,7.8,5.166694963137,20
9,Prominent1st,8.95454545454546,5.91589684644987,22
10,Prominent2nd,8.65,5.87837249227154,20
10,Prominent1st,7.77272727272727,4.89831670000078,22
11,Prominent2nd,13.6363636363636,2.93655863612097,22
11,Prominent1st,13.6,4.9139971938385,20
12,Prominent2nd,7.95454545454545,4.8253030768595,22
12,Prominent1st,7.65,5.78814578072697,20
13,Prominent2nd,13.65,5.94956875925076,20
13,Prominent1st,14.5454545454545,4.02051018709096,22
14,Prominent2nd,11.9090909090909,3.89026980223726,22
14,Prominent1st,10.1,6.22304714665361,20
15,Prominent2nd,9.3,5.27257053058563,20
15,Prominent1st,10.3636363636364,4.44592327489283,22
16,Prominent2nd,12.1363636363636,5.02655287112687,22
16,Prominent1st,13.9,5.22040530791886,20
17,Prominent2nd,14.0454545454545,4.33674524353914,22
17,Prominent1st,12.9,5.81196587811913,20
18,Prominent2nd,15.5,2.54015372613174,22
18,Prominent1st,16.45,3.60518632265416,20
19,Prominent2nd,15.1818181818182,3.28975847479885,22
19,Prominent1st,16.35,4.35618133110568,20
20,Prominent2nd,11.35,6.32684339686238,20
20,Prominent1st,11.9545454545455,4.32575094198929,22
21,Prominent2nd,13.5,4.72952651463459,20
21,Prominent1st,13.6818181818182,3.75925985162434,22
22,Prominent2nd,13.6818181818182,2.96626049070227,22
22,Prominent1st,15.35,4.72702198451681,20
2,Prominent2nd,12.7352941176471,5.08300092422989,34
2,Prominent1st,13.4146341463415,4.57151840068537,41
3,Prominent2nd,7.61764705882353,3.55062696881237,34
3,Prominent1st,9.14634146341463,4.67204974079769,41
4,Prominent2nd,15.8780487804878,3.34809738471882,41
4,Prominent1st,14.7058823529412,4.07155254257536,34
5,Prominent2nd,12.9411764705882,5.36510146460346,34
5,Prominent1st,13.7073170731707,4.31418533699599,41
6,Prominent2nd,12.4146341463415,4.65819498172896,41
6,Prominent1st,11.3529411764706,5.06851453309473,34
7,Prominent2nd,7.53658536585366,4.84818296362467,41
7,Prominent1st,7.64705882352941,4.54527628883982,34
8,Prominent2nd,13.8780487804878,4.69678146155013,41
8,Prominent1st,14.1470588235294,3.7588872704015,34
9,Prominent2nd,8.41463414634146,4.70624908900973,41
9,Prominent1st,8.64705882352941,3.52379231786796,34
10,Prominent2nd,8.5609756097561,4.6316777763992,41
10,Prominent1st,8.17647058823529,4.63498284286514,34
11,Prominent2nd,11.8235294117647,4.23885768085019,34
11,Prominent1st,13.3414634146341,3.8315124696232,41
12,Prominent2nd,9.29411764705882,4.51616230057487,34
12,Prominent1st,7.78048780487805,4.70378674645201,41
13,Prominent2nd,14.9756097560976,4.42429545169651,41
13,Prominent1st,15.1470588235294,4.24358591174661,34
14,Prominent2nd,10.2058823529412,5.2959642253936,34
14,Prominent1st,10.2926829268293,4.3945642698624,41
15,Prominent2nd,10.0487804878049,5.13298752926692,41
15,Prominent1st,9.64705882352941,4.3823499503513,34
16,Prominent2nd,11.4411764705882,4.05411258810178,34
16,Prominent1st,12.6585365853659,4.50338625979141,41
17,Prominent2nd,12.8235294117647,4.77665147221226,34
17,Prominent1st,13.6585365853659,5.0921987200892,41
18,Prominent2nd,14.9117647058824,3.7928772724101,34
18,Prominent1st,15.219512195122,3.62982227610355,41
19,Prominent2nd,13.9411764705882,4.32708997651818,34
19,Prominent1st,15.4146341463415,3.74817028532654,41
20,Prominent2nd,13.8780487804878,4.01991991183419,41
20,Prominent1st,13.9117647058824,3.9186241173736,34
21,Prominent2nd,13.0243902439024,4.99243329889368,41
21,Prominent1st,12.7058823529412,4.54958813830043,34
22,Prominent2nd,12.8529411764706,3.77497624268002,34
22,Prominent1st,13.5365853658537,4.09937532421471,41
2,Prominent2nd,11.7333333333333,3.48329346069684,30
2,Prominent1st,13.16,3.93361580906592,25
3,Prominent2nd,9.13333333333333,4.47778680964644,30
3,Prominent1st,9.36,3.42636833980236,25
4,Prominent2nd,12.8,4.12310562561766,25
4,Prominent1st,12.9,4.18824298606765,30
5,Prominent2nd,12.7333333333333,5.95924858335016,30
5,Prominent1st,14.72,3.58840726042442,25
6,Prominent2nd,12.12,4.44709643100604,25
6,Prominent1st,11.1333333333333,4.74692883171144,30
7,Prominent2nd,6.76,4.19602986961088,25
7,Prominent1st,6,3.92164638192017,30
8,Prominent2nd,13.32,3.24961536185438,25
8,Prominent1st,11.4,4.15725373542314,30
9,Prominent2nd,7.56,4.37873649964614,25
9,Prominent1st,7.26666666666667,4.94754089619684,30
10,Prominent2nd,6.4,4.09267638593623,25
10,Prominent1st,6.76666666666667,3.92765028759043,30
11,Prominent2nd,11.8,3.83630569419466,30
11,Prominent1st,13.08,3.12143129562919,25
12,Prominent2nd,6.96666666666667,4.38243620905505,30
12,Prominent1st,8.12,4.03443511122272,25
13,Prominent2nd,12.8,4.73462423711393,25
13,Prominent1st,12.1,4.92950301754649,30
14,Prominent2nd,10.2333333333333,3.49071016718151,30
14,Prominent1st,9,4.79583152331272,25
15,Prominent2nd,7.8,3.80788655293195,25
15,Prominent1st,8.1,4.95740477154786,30
16,Prominent2nd,11.1,4.25359888192056,30
16,Prominent1st,11.64,4.01953562823701,25
17,Prominent2nd,12.5,4.36877636147145,30
17,Prominent1st,12.88,4.43771713083803,25
18,Prominent2nd,13.6,4.74596016955837,30
18,Prominent1st,14.36,4.02988833592198,25
19,Prominent2nd,13.3333333333333,3.89812805059692,30
19,Prominent1st,15.12,2.86239992547047,25
20,Prominent2nd,12.96,3.66833295471753,25
20,Prominent1st,10.7333333333333,4.63073192496818,30
21,Prominent2nd,11.72,4.43959457608462,25
21,Prominent1st,12.0333333333333,4.95137273430541,30
22,Prominent2nd,11.3,4.3003608509375,30
22,Prominent1st,12.76,3.11287648325468,25
2,Prominent2nd,12.2222222222222,5.10542451487868,18
2,Prominent1st,10.84,5.95594940654581,25
3,Prominent2nd,10.6111111111111,4.53922627365047,18
3,Prominent1st,10,5.75905084772367,25
4,Prominent2nd,13.56,5.21280474728656,25
4,Prominent1st,11.7777777777778,4.37312051132094,18
5,Prominent2nd,13.1666666666667,5.70087712549569,18
5,Prominent1st,14,4.5,25
6,Prominent2nd,11.08,5.43077649451101,25
6,Prominent1st,10.1111111111111,4.87356481304272,18
7,Prominent2nd,8.12,6.22039655756233,25
7,Prominent1st,8.61111111111111,4.55216676124922,18
8,Prominent2nd,12.44,4.83976583455577,25
8,Prominent1st,12.4444444444444,3.6977293863098,18
9,Prominent2nd,9.44,5.47022242082836,25
9,Prominent1st,8.05555555555556,3.97746922526228,18
10,Prominent2nd,8.2,6.36396103067893,25
10,Prominent1st,9.11111111111111,4.70155029361579,18
11,Prominent2nd,12.2777777777778,3.33969980256337,18
11,Prominent1st,11.12,5.9464274989274,25
12,Prominent2nd,7.22222222222222,4.31898075606292,18
12,Prominent1st,7.76,4.74587540221331,25
13,Prominent2nd,13.08,5.51452627158489,25
13,Prominent1st,14.6111111111111,4.34049182478734,18
14,Prominent2nd,9.11111111111111,5.02802602933139,18
14,Prominent1st,11.52,6.15169353376234,25
15,Prominent2nd,8.04,4.95378643060033,25
15,Prominent1st,8.5,4.30116263352131,18
16,Prominent2nd,10.8888888888889,4.53598538343024,18
16,Prominent1st,11.68,5.54316395812596,25
17,Prominent2nd,11.8888888888889,5.29026729991738,18
17,Prominent1st,11.6,5.85234995535981,25
18,Prominent2nd,12.8888888888889,3.51281500808764,18
18,Prominent1st,12.28,5.78446194559183,25
19,Prominent2nd,13.3888888888889,3.12746634700263,18
19,Prominent1st,11.84,4.56143252352445,25
20,Prominent2nd,12.68,5.68418859644893,25
20,Prominent1st,13.6666666666667,4.18681403512335,18
21,Prominent2nd,11.96,5.42739962290107,25
21,Prominent1st,11.6111111111111,4.70467713324778,18
22,Prominent2nd,11.7777777777778,3.35288384310573,18
22,Prominent1st,12.28,4.77423641364076,25
2,Prominent2nd,12.6153846153846,3.60085459941857,26
2,Prominent1st,11.3636363636364,2.5920290736438,22
3,Prominent2nd,10.0384615384615,4.02473123804081,26
3,Prominent1st,10.7727272727273,3.8039054890595,22
4,Prominent2nd,16.9545454545455,3.13926398300276,22
4,Prominent1st,16.3461538461538,3.65450196543724,26
5,Prominent2nd,14.5384615384615,3.69031997778804,26
5,Prominent1st,14,4.63937598431185,22
6,Prominent2nd,10.3181818181818,4.56055931862544,22
6,Prominent1st,13.0769230769231,4.55124665930623,26
7,Prominent2nd,7.40909090909091,3.43177159453485,22
7,Prominent1st,9.5,4.63249392876019,26
8,Prominent2nd,12.8636363636364,4.16670995648508,22
8,Prominent1st,15.1538461538462,2.60295689848768,26
9,Prominent2nd,5.40909090909091,3.03407773559408,22
9,Prominent1st,7.69230769230769,4.3979015975279,26
10,Prominent2nd,4.27272727272727,2.3741027013092,22
10,Prominent1st,5.76923076923077,4.25495186631005,26
11,Prominent2nd,11.8846153846154,3.25363701819269,26
11,Prominent1st,11.9545454545455,4.41293847385458,22
12,Prominent2nd,6.42307692307692,4.1681945916483,26
12,Prominent1st,6.90909090909091,4.64869762518381,22
13,Prominent2nd,11.9545454545455,5.20510072842722,22
13,Prominent1st,13.3846153846154,4.22447083622953,26
14,Prominent2nd,10.4615384615385,5.04563787230728,26
14,Prominent1st,8.18181818181818,5.188231771784,22
15,Prominent2nd,7.90909090909091,4.34148417577271,22
15,Prominent1st,9.30769230769231,5.15184806273811,26
16,Prominent2nd,12,3.39411254969543,26
16,Prominent1st,12.4090909090909,4.09016347221443,22
17,Prominent2nd,14.9230769230769,4.08825710466528,26
17,Prominent1st,15.9545454545455,3.65770254104785,22
18,Prominent2nd,14.7692307692308,3.97298570153674,26
18,Prominent1st,15,3.36650164612069,22
19,Prominent2nd,13.5,3.65786823163438,26
19,Prominent1st,13.6363636363636,3.17048072884035,22
20,Prominent2nd,11.4545454545455,3.97285159344642,22
20,Prominent1st,11.1923076923077,4.07940417972263,26
21,Prominent2nd,13.6363636363636,3.88581614330466,22
21,Prominent1st,14.1153846153846,3.92251881399616,26
22,Prominent2nd,12.6538461538462,3.98940905591099,26
22,Prominent1st,12.0909090909091,5.06067086564515,22
2,Prominent2nd,12.6388888888889,4.06485127317297,36
2,Prominent1st,10.3939393939394,4.42252327537257,33
3,Prominent2nd,9.44444444444444,4.02452797192732,36
3,Prominent1st,7.96969696969697,4.08874100797581,33
4,Prominent2nd,12.5151515151515,3.55423349789737,33
4,Prominent1st,14.0833333333333,3.45067281224153,36
5,Prominent2nd,14,4.25608807642484,36
5,Prominent1st,12.4545454545455,4.75059804847577,33
6,Prominent2nd,9.78787878787879,4.06784322274697,33
6,Prominent1st,11.75,4.63757941787986,36
7,Prominent2nd,5.81818181818182,3.3583342732535,33
7,Prominent1st,6.36111111111111,4.58664382607824,36
8,Prominent2nd,13.030303030303,4.01158360629603,33
8,Prominent1st,13.8888888888889,3.61566257731773,36
9,Prominent2nd,7.66666666666667,4.70814896394184,33
9,Prominent1st,8.38888888888889,4.61226797497889,36
10,Prominent2nd,6.87878787878788,4.06015375138042,33
10,Prominent1st,7.02777777777778,4.06016263651108,36
11,Prominent2nd,12.1666666666667,3.73783741907384,36
11,Prominent1st,11.030303030303,3.82005275229322,33
12,Prominent2nd,7,4.39480212458829,36
12,Prominent1st,7.15151515151515,3.75100996500619,33
13,Prominent2nd,11.8181818181818,4.37646079508421,33
13,Prominent1st,13.9722222222222,3.82089077954426,36
14,Prominent2nd,10.1388888888889,3.95801377156182,36
14,Prominent1st,8.57575757575758,4.16105682962801,33
15,Prominent2nd,7.78787878787879,3.83045016738875,33
15,Prominent1st,8.61111111111111,4.77061108860596,36
16,Prominent2nd,10.3333333333333,3.66450152525162,36
16,Prominent1st,9.96969696969697,4.29741818192075,33
17,Prominent2nd,12.6388888888889,4.18263606406826,36
17,Prominent1st,10.8484848484848,4.11643969439317,33
18,Prominent2nd,13.8055555555556,4.1871875623788,36
18,Prominent1st,13,4.39459895781174,33
19,Prominent2nd,13.8333333333333,4.05321741688889,36
19,Prominent1st,12.6666666666667,4.51155922787972,33
20,Prominent2nd,9.27272727272727,4.07179879838696,33
20,Prominent1st,11.8333333333333,3.92428337406972,36
21,Prominent2nd,10.6363636363636,4.28528136341552,33
21,Prominent1st,11.3333333333333,4.16104382508593,36
22,Prominent2nd,12.8055555555556,4.23468294947091,36
22,Prominent1st,11.3939393939394,4.11505918805697,33
2,Prominent2nd,12.2777777777778,3.28643478480423,18
2,Prominent1st,10.6923076923077,3.96756076973478,26
3,Prominent2nd,8.55555555555556,2.7912093567489,18
3,Prominent1st,7.57692307692308,3.60192256355494,26
4,Prominent2nd,13.0384615384615,3.31639285044181,26
4,Prominent1st,15,2.99018000638561,18
5,Prominent2nd,14.2777777777778,3.89276184363259,18
5,Prominent1st,12.6153846153846,5.14647003742894,26
6,Prominent2nd,8.42307692307692,4.25368618422259,26
6,Prominent1st,12.1666666666667,2.35771574398013,18
7,Prominent2nd,5.84615384615385,3.79148844326138,26
7,Prominent1st,6.55555555555556,3.25797162126488,18
8,Prominent2nd,12.0384615384615,3.25552784329386,26
8,Prominent1st,14.0555555555556,2.81742941291029,18
9,Prominent2nd,4.76923076923077,2.73214483229118,26
9,Prominent1st,4.83333333333333,2.28164027684935,18
10,Prominent2nd,4.11538461538462,2.67322910468853,26
10,Prominent1st,5,2.80755283853688,18
11,Prominent2nd,14.1111111111111,2.24627505750897,18
11,Prominent1st,12.4230769230769,3.2762548975692,26
12,Prominent2nd,4.55555555555556,2.25498721066472,18
12,Prominent1st,4.69230769230769,3.24677354639009,26
13,Prominent2nd,13.1923076923077,4.14747374452672,26
13,Prominent1st,14.8333333333333,3.01467001413383,18
14,Prominent2nd,10.7777777777778,4.57043640026736,18
14,Prominent1st,7.92307692307692,3.74083495410398,26
15,Prominent2nd,6.11538461538462,3.74515071073967,26
15,Prominent1st,7.27777777777778,3.87762139879828,18
16,Prominent2nd,10.6666666666667,4.0728657348503,18
16,Prominent1st,9.69230769230769,3.63063885033178,26
17,Prominent2nd,13.2222222222222,4.27792631946499,18
17,Prominent1st,11.5384615384615,4.74325431939523,26
18,Prominent2nd,15.6666666666667,2.08637033540802,18
18,Prominent1st,14.5,2.88790581563873,26
19,Prominent2nd,14,3.81945484252892,18
19,Prominent1st,12.2307692307692,4.07242131717918,26
20,Prominent2nd,10.6153846153846,4.19596876134152,26
20,Prominent1st,11,4.21481979239361,18
21,Prominent2nd,11.1923076923077,3.45275809484801,26
21,Prominent1st,11.7777777777778,3.1352935045187,18
22,Prominent2nd,12.1111111111111,4.12865009827509,18
22,Prominent1st,10.9230769230769,4.07846124829526,26
2,Prominent2nd,12.8620689655172,3.68126664857777,29
2,Prominent1st,14.3076923076923,4.30598867410708,26
3,Prominent2nd,9.31034482758621,3.70427791571411,29
3,Prominent1st,9.96153846153846,4.34953578424888,26
4,Prominent2nd,14.5,4.25440947723653,26
4,Prominent1st,14.551724137931,3.9150461308772,29
5,Prominent2nd,14.4137931034483,3.95977309396195,29
5,Prominent1st,14.8846153846154,3.98323409381797,26
6,Prominent2nd,13.2692307692308,5.15796620623046,26
6,Prominent1st,13.1379310344828,4.39743543712075,29
7,Prominent2nd,8.84615384615385,4.45144747418012,26
7,Prominent1st,8.44827586206897,5.58432888215222,29
8,Prominent2nd,13.4230769230769,3.84887595978958,26
8,Prominent1st,12.7241379310345,4.8909285688926,29
9,Prominent2nd,6.92307692307692,4.82429747775219,26
9,Prominent1st,7.68965517241379,4.03647165830207,29
10,Prominent2nd,8.11538461538462,5.54492144634654,26
10,Prominent1st,8.89655172413793,4.63946446714186,29
11,Prominent2nd,12.2413793103448,3.84201558349812,29
11,Prominent1st,12.7307692307692,4.19101603249324,26
12,Prominent2nd,8.72413793103448,3.55464034471781,29
12,Prominent1st,9.34615384615385,4.57770516911964,26
13,Prominent2nd,14.5769230769231,5.0531026264906,26
13,Prominent1st,14.1724137931035,4.5831131459276,29
14,Prominent2nd,12.2758620689655,5.0560893394863,29
14,Prominent1st,11.6153846153846,5.36713646613852,26
15,Prominent2nd,7.84615384615385,4.73026263704085,26
15,Prominent1st,10.0689655172414,3.43231527941999,29
16,Prominent2nd,11.9310344827586,3.95448239779655,29
16,Prominent1st,12.7307692307692,5.31832825092767,26
17,Prominent2nd,12.448275862069,4.21380560010402,29
17,Prominent1st,12.4615384615385,4.22592729923996,26
18,Prominent2nd,13.9310344827586,4.10514515562708,29
18,Prominent1st,13.8461538461538,4.34227873533985,26
19,Prominent2nd,14.7931034482759,3.89486209498055,29
19,Prominent1st,14,4.2614551505325,26
20,Prominent2nd,10.6153846153846,4.70809450267875,26
20,Prominent1st,11.8965517241379,4.13473809488588,29
21,Prominent2nd,10.1923076923077,4.51680622359854,26
21,Prominent1st,12,4.75093975666168,29
22,Prominent2nd,12.5172413793103,3.70926147496441,29
22,Prominent1st,12.2307692307692,4.96634829473481,26
2,Prominent2nd,10,6.03116904090741,17
2,Prominent1st,12.125,3.37912388954142,24
3,Prominent2nd,10.2352941176471,3.81656605741185,17
3,Prominent1st,11.0416666666667,4.74093337596747,24
4,Prominent2nd,13.9583333333333,4.04839384862975,24
4,Prominent1st,14.2941176470588,4.05839724956714,17
5,Prominent2nd,15,6.36396103067893,17
5,Prominent1st,14.1666666666667,5.38651025745085,24
6,Prominent2nd,15,3.95628284037472,24
6,Prominent1st,16.2352941176471,3.83290705217179,17
7,Prominent2nd,7.54166666666667,5.07319611690497,24
7,Prominent1st,6.82352941176471,4.30458032387664,17
8,Prominent2nd,12.1666666666667,4.8424451842348,24
8,Prominent1st,12.5882352941176,5.17275100320675,17
9,Prominent2nd,9,5.17519165786661,24
9,Prominent1st,7.35294117647059,5.17132933188591,17
10,Prominent2nd,9.95833333333333,4.84973479029853,24
10,Prominent1st,10.0588235294118,3.97603112782229,17
11,Prominent2nd,11.8235294117647,4.61296127934171,17
11,Prominent1st,12.2083333333333,4.10703708568457,24
12,Prominent2nd,8.76470588235294,3.45560073946459,17
12,Prominent1st,10.5,3.53860694771753,24
13,Prominent2nd,13.375,4.44103885222326,24
13,Prominent1st,13.0588235294118,5.12921275922648,17
14,Prominent2nd,10.8823529411765,4.07557285760506,17
14,Prominent1st,11.375,4.88842910661848,24
15,Prominent2nd,7.5,3.86736625355428,24
15,Prominent1st,7.47058823529412,4.34622892659291,17
16,Prominent2nd,11.2352941176471,4.3377616890037,17
16,Prominent1st,11.6666666666667,4.05040702910822,24
17,Prominent2nd,11.6470588235294,4.42918130796466,17
17,Prominent1st,11.625,3.71615158580697,24
18,Prominent2nd,10.5294117647059,5.40968630165862,17
18,Prominent1st,12.125,4.28660704987056,24
19,Prominent2nd,13.9411764705882,5.48259277435519,17
19,Prominent1st,15.4583333333333,4.3835578826046,24
20,Prominent2nd,12.0416666666667,5.12011520477273,24
20,Prominent1st,12.6470588235294,3.65617929795894,17
21,Prominent2nd,11.9583333333333,4.80470029528755,24
21,Prominent1st,12.7058823529412,5.69829695920581,17
22,Prominent2nd,12.6470588235294,4.10702411227686,17
22,Prominent1st,12.8333333333333,4.22895471375782,24
2,Prominent2nd,7.60526315789474,6.37367675163101,38
2,Prominent1st,8,4.19677295380706,32
3,Prominent2nd,10.6052631578947,5.86579398871674,38
3,Prominent1st,9.03125,3.83098046070749,32
4,Prominent2nd,11.875,4.39023843867131,32
4,Prominent1st,12,5.40270202668898,38
5,Prominent2nd,15.1052631578947,5.19765785966848,38
5,Prominent1st,13.21875,5.04006128354958,32
6,Prominent2nd,10.0625,4.03962230748083,32
6,Prominent1st,12.1052631578947,5.61748945408125,38
7,Prominent2nd,7.9375,5.11126207506522,32
7,Prominent1st,6.21052631578947,6.37205849355094,38
8,Prominent2nd,10.6875,3.45885959203599,32
8,Prominent1st,13.3684210526316,5.27319100597454,38
9,Prominent2nd,8.53125,4.20433244288824,32
9,Prominent1st,9.57894736842105,5.37074950201285,38
10,Prominent2nd,7.9375,4.44273600676503,32
10,Prominent1st,9.63157894736842,5.7535937189541,38
11,Prominent2nd,10.4210526315789,5.61191579249189,38
11,Prominent1st,9.46875,4.17352929475684,32
12,Prominent2nd,10.5263157894737,5.24397642657236,38
12,Prominent1st,8.90625,4.12982367037469,32
13,Prominent2nd,12.46875,5.44168128075233,32
13,Prominent1st,12.2894736842105,6.16401016685782,38
14,Prominent2nd,9.47368421052632,6.25899068845148,38
14,Prominent1st,9.09375,4.70661425463522,32
