"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"2364","126","SanDiegoStateUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2365","127","SanDiegoStateUniversity","HighPower",5,"35","Junior","Female","African-American","Fail"
"2366","128","SanDiegoStateUniversity","HighPower",2,"18","First-year","Female","Latino or Hispanic","Pass"
"2367","129","SanDiegoStateUniversity","HighPower",4,"19","Sophomore","Male","Asian-American","Pass"
"2368","13","SanDiegoStateUniversity","HighPower",2,"18","Sophomore","Female","Asian-American","Pass"
"2369","130","SanDiegoStateUniversity","HighPower",1,"18","First-year","Female","Latino or Hispanic","Pass"
"2371","132","SanDiegoStateUniversity","LowPower",5,"22","Junior","Female","White, non-Hispanic or latino","Pass"
"2372","133","SanDiegoStateUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2373","134","SanDiegoStateUniversity","LowPower",1,"19","Sophomore","Male","Latino or Hispanic","Pass"
"2374","135","SanDiegoStateUniversity","LowPower",5,"21","Senior","Female","Latino or Hispanic",NA
"2375","136","SanDiegoStateUniversity","LowPower",5,"21",NA,"Female","Other","Pass"
"2376","137","SanDiegoStateUniversity","LowPower",4,"22","Junior","Female","White, non-Hispanic or latino","Pass"
"2377","14","SanDiegoStateUniversity","LowPower",2,"18","First-year","Female","Asian-American","Fail"
"2378","15","SanDiegoStateUniversity","LowPower",6,"18","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2379","16","SanDiegoStateUniversity","HighPower",6,"18","First-year","Female","Asian-American","Pass"
"2380","17","SanDiegoStateUniversity","LowPower",1,"18",NA,"Female","White, non-Hispanic or latino","Fail"
"2381","18","SanDiegoStateUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2382","19","SanDiegoStateUniversity","HighPower",3,"18","First-year","Female","Latino or Hispanic","Pass"
"2383","2","SanDiegoStateUniversity","HighPower",5,"38","Other","Female","Multiracial","Pass"
"2384","20","SanDiegoStateUniversity","HighPower",1,"45","Other","Male","White, non-Hispanic or latino","Pass"
"2385","21","SanDiegoStateUniversity","LowPower",6,"20","Sophomore","Male","Latino or Hispanic","Pass"
"2386","22","SanDiegoStateUniversity","HighPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2387","23","SanDiegoStateUniversity","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2388","24","SanDiegoStateUniversity","HighPower",3,"18","First-year","Female","Latino or Hispanic","Fail"
"2389","25","SanDiegoStateUniversity","LowPower",5,"18","First-year","Male","Asian-American","Pass"
"2390","26","SanDiegoStateUniversity","HighPower",3,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2391","27","SanDiegoStateUniversity","LowPower",5,"18","First-year","Female","Latino or Hispanic","Pass"
"2392","28","SanDiegoStateUniversity","HighPower",4,"30","Senior","Male","White, non-Hispanic or latino","Pass"
"2393","29","SanDiegoStateUniversity","LowPower",6,"19","Sophomore","Male","Latino or Hispanic","Fail"
"2394","3","SanDiegoStateUniversity","LowPower",5,"20","Junior",NA,"Other","Fail"
"2395","30","SanDiegoStateUniversity","HighPower",6,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2396","31","SanDiegoStateUniversity","LowPower",5,"18","First-year","Female","Latino or Hispanic","Pass"
"2397","32","SanDiegoStateUniversity","HighPower",1,"18","First-year","Female","Latino or Hispanic","Pass"
"2398","33","SanDiegoStateUniversity","LowPower",5,"19","Sophomore","Female","Multiracial","Pass"
"2399","34","SanDiegoStateUniversity","HighPower",2,"18","First-year","Female","Latino or Hispanic","Pass"
"2400","35","SanDiegoStateUniversity","LowPower",6,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2401","36","SanDiegoStateUniversity","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2402","37","SanDiegoStateUniversity","LowPower",5,"25","First-year","Male","Other","Pass"
"2403","38","SanDiegoStateUniversity","HighPower",6,"19","Sophomore","Female","Multiracial","Pass"
"2404","39","SanDiegoStateUniversity","LowPower",2,"18","First-year","Female","Latino or Hispanic","Pass"
"2405","4","SanDiegoStateUniversity","HighPower",5,"21","Senior","Female","Other","Pass"
"2406","40","SanDiegoStateUniversity","HighPower",2,"23","Sophomore","Male","Latino or Hispanic","Pass"
"2407","41","SanDiegoStateUniversity","HighPower",4,"18","First-year","Female","Multiracial","Pass"
"2408","42","SanDiegoStateUniversity","LowPower",2,"18",NA,"Female","Asian-American","Pass"
"2409","43","SanDiegoStateUniversity","LowPower",4,"18","First-year","Female","Latino or Hispanic","Pass"
"2410","44","SanDiegoStateUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2411","45","SanDiegoStateUniversity","LowPower",5,"18","First-year","Female","Multiracial","Pass"
"2412","46","SanDiegoStateUniversity","LowPower",5,"19","Sophomore","Male","Asian-American","Fail"
"2413","47","SanDiegoStateUniversity","HighPower",2,"18","First-year","Male","African-American","Pass"
"2414","48","SanDiegoStateUniversity","HighPower",2,"18","First-year","Female","Asian-American","Pass"
"2415","49","SanDiegoStateUniversity","LowPower",2,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2416","5","SanDiegoStateUniversity","HighPower",4,"18","First-year","Female","Latino or Hispanic","Pass"
"2417","50","SanDiegoStateUniversity","HighPower",4,"18","Sophomore","Female","African-American","Pass"
"2418","51","SanDiegoStateUniversity","HighPower",4,"18","First-year","Female","Asian-American","Pass"
"2419","52","SanDiegoStateUniversity","HighPower",3,"18","First-year","Female","Multiracial","Fail"
"2422","55","SanDiegoStateUniversity","LowPower",3,"18","First-year","Male","Latino or Hispanic","Pass"
"2423","56","SanDiegoStateUniversity","HighPower",6,"22","Other","Male","White, non-Hispanic or latino","Pass"
"2424","57","SanDiegoStateUniversity","HighPower",6,"19","First-year","Male","Latino or Hispanic","Pass"
"2425","58","SanDiegoStateUniversity","HighPower",1,"20","Sophomore","Male","White, non-Hispanic or latino",NA
"2426","59","SanDiegoStateUniversity","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2428","60","SanDiegoStateUniversity","HighPower",1,"18","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2429","61","SanDiegoStateUniversity","LowPower",6,"18","First-year","Male","African-American","Fail"
"2430","62","SanDiegoStateUniversity","HighPower",5,"19","Sophomore","Female","Asian-American","Fail"
"2431","63","SanDiegoStateUniversity","LowPower",6,"18","First-year","Female","Asian-American","Pass"
"2432","64","SanDiegoStateUniversity","HighPower",6,"19","Sophomore","Female","Asian-American","Pass"
"2433","65","SanDiegoStateUniversity","HighPower",2,"19","Sophomore","Female","Other","Pass"
"2434","66","SanDiegoStateUniversity","HighPower",5,"19","Sophomore","Male","Multiracial","Pass"
"2435","67","SanDiegoStateUniversity","HighPower",6,"19","First-year","Female","Asian-American","Pass"
"2436","68","SanDiegoStateUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2437","69","SanDiegoStateUniversity","HighPower",3,"20","First-year","Female","Other","Fail"
"2438","7","SanDiegoStateUniversity","LowPower",2,"19","First-year","Male","Other","Pass"
"2439","70","SanDiegoStateUniversity","HighPower",2,"20","Junior","Female","Native American and Alaska Native","Fail"
"2440","71","SanDiegoStateUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2441","72","SanDiegoStateUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2442","73","SanDiegoStateUniversity","LowPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2443","74","SanDiegoStateUniversity","LowPower",3,"18","First-year","Female","Asian-American","Fail"
"2444","75","SanDiegoStateUniversity","HighPower",5,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"2445","76","SanDiegoStateUniversity","LowPower",5,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2446","77","SanDiegoStateUniversity","LowPower",3,"19","Sophomore","Female","African-American","Pass"
"2447","78","SanDiegoStateUniversity","LowPower",2,"18","First-year","Male","Asian-American","Fail"
"2448","79","SanDiegoStateUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2449","8","SanDiegoStateUniversity","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2450","80","SanDiegoStateUniversity","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2451","81","SanDiegoStateUniversity","LowPower",5,"21","Senior","Female","Other","Pass"
"2452","82","SanDiegoStateUniversity","LowPower",3,"18","First-year","Male","Latino or Hispanic","Pass"
"2453","83","SanDiegoStateUniversity","LowPower",2,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"2454","84","SanDiegoStateUniversity","HighPower",2,"23","Senior","Male","Asian-American","Pass"
"2455","85","SanDiegoStateUniversity","HighPower",6,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2456","86","SanDiegoStateUniversity","LowPower",2,"18","First-year","Female","Asian-American","Pass"
"2457","87","SanDiegoStateUniversity","HighPower",4,"23","Junior","Female","White, non-Hispanic or latino","Pass"
"2458","88","SanDiegoStateUniversity","LowPower",5,"18","First-year","Female","Latino or Hispanic","Pass"
"2459","89","SanDiegoStateUniversity","LowPower",4,"18","First-year","Female","Asian-American","Pass"
"2460","9","SanDiegoStateUniversity","HighPower",3,"19","Sophomore","Male","Asian-American","Pass"
"2462","91","SanDiegoStateUniversity","HighPower",4,"29","Senior","Female","Latino or Hispanic","Pass"
"2463","92","SanDiegoStateUniversity","HighPower",5,"18","First-year","Female","Latino or Hispanic","Pass"
"2464","93","SanDiegoStateUniversity","LowPower",4,"18","First-year","Male","Asian-American","Pass"
"2465","94","SanDiegoStateUniversity","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2466","95","SanDiegoStateUniversity","LowPower",3,"19","First-year","Female","Asian-American","Fail"
"2467","96","SanDiegoStateUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2469","98","SanDiegoStateUniversity","HighPower",2,"18","First-year","Female","Multiracial","Pass"
"2470","99","SanDiegoStateUniversity","LowPower",3,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2472",NA,"SanDiegoStateUniversity","LowPower",1,"18","First-year","Female","Asian-American","Fail"
"2473",NA,"SanDiegoStateUniversity","HighPower",1,"18","First-year","Female","Asian-American","Pass"
"2474",NA,"SanDiegoStateUniversity","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2475",NA,"SanDiegoStateUniversity","LowPower",5,"19","First-year","Male","Asian-American","Fail"
"2476",NA,"SanDiegoStateUniversity","LowPower",1,"18","First-year","Female","Latino or Hispanic","Pass"
"2478",NA,"SanDiegoStateUniversity","HighPower",5,"23","Senior","Female","Asian-American","Fail"
"2480",NA,"SanDiegoStateUniversity","HighPower",6,"23","Other","Female","Asian-American","Fail"
