"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck"
"3115","132","UniversityOfFlorida","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3116","133","UniversityOfFlorida","Communal",73,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3117","134","UniversityOfFlorida","Agentic",75,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3118","135","UniversityOfFlorida","Communal",76,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3119","136","UniversityOfFlorida","Communal",75,"20","Sophomore","Male","Asian-American","Fail"
"3120","137","UniversityOfFlorida","Communal",75,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3121","14","UniversityOfFlorida","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3122","15","UniversityOfFlorida","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3123","16","UniversityOfFlorida","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3124","17","UniversityOfFlorida","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3125","18","UniversityOfFlorida","Communal",73,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3126","19","UniversityOfFlorida","Agentic",75,"18","First-year","Female","African-American","Pass"
"3127","2","UniversityOfFlorida","Agentic",72,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3128","20","UniversityOfFlorida","Communal",72,"18","First-year","Female","Latino or Hispanic","Pass"
"3129","21","UniversityOfFlorida","Communal",72,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3130","22","UniversityOfFlorida","Communal",72,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"3131","23","UniversityOfFlorida","Communal",70,"18","First-year","Male","African-American","Pass"
"3132","24","UniversityOfFlorida","Communal",72,"19","First-year","Female","Asian-American","Pass"
"3133","25","UniversityOfFlorida","Communal",74,"18","First-year","Female","Latino or Hispanic","Fail"
"3134","26","UniversityOfFlorida","Communal",73,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3135","27","UniversityOfFlorida","Communal",78,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3136","28","UniversityOfFlorida","Agentic",75,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3137","29","UniversityOfFlorida","Communal",70,"18","First-year","Female","Latino or Hispanic","Pass"
"3138","3","UniversityOfFlorida","Agentic",70,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"3139","30","UniversityOfFlorida","Communal",75,"18","First-year","Female","Latino or Hispanic","Fail"
"3140","31","UniversityOfFlorida","Agentic",74,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"3141","32","UniversityOfFlorida","Agentic",74,"19","Sophomore","Female","Latino or Hispanic","Pass"
"3142","33","UniversityOfFlorida","Communal",78,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3143","34","UniversityOfFlorida","Communal",76,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3144","35","UniversityOfFlorida","Communal",77,"20","Junior","Male","Latino or Hispanic","Pass"
"3145","36","UniversityOfFlorida","Agentic",80,"18","First-year","Female","Asian-American","Pass"
"3146","37","UniversityOfFlorida","Communal",76,"20","Junior","Female","Asian-American","Pass"
"3147","38","UniversityOfFlorida","Agentic",65,"21","Junior","Female","Latino or Hispanic","Pass"
"3148","39","UniversityOfFlorida","Agentic",72,"18","First-year","Female","Asian-American","Fail"
"3149","4","UniversityOfFlorida","Agentic",78,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3152","42","UniversityOfFlorida","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3153","43","UniversityOfFlorida","Communal",70,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"3154","44","UniversityOfFlorida","Communal",73,"18","First-year","Female","Latino or Hispanic","Fail"
"3155","45","UniversityOfFlorida","Communal",77,"18","First-year","Female","Asian-American","Pass"
"3156","46","UniversityOfFlorida","Agentic",75,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3157","47","UniversityOfFlorida","Communal",77,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3158","48","UniversityOfFlorida","Communal",75,"19","Sophomore","Female","Asian-American","Pass"
"3159","49","UniversityOfFlorida","Agentic",75,"18","First-year","Female","African-American","Pass"
"3160","5","UniversityOfFlorida","Communal",70,"19","Sophomore","Female","Latino or Hispanic","Pass"
"3162","51","UniversityOfFlorida","Communal",70,"18","First-year","Male","African-American","Fail"
"3163","52","UniversityOfFlorida","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3164","53","UniversityOfFlorida","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3165","54","UniversityOfFlorida","Communal",72,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3166","55","UniversityOfFlorida","Agentic",74,"18","First-year","Female","Latino or Hispanic","Pass"
"3167","56","UniversityOfFlorida","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3168","57","UniversityOfFlorida","Communal",79,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"3169","58","UniversityOfFlorida","Agentic",77,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3170","59","UniversityOfFlorida","Communal",75,"18","First-year","Female","Asian-American","Pass"
"3171","6","UniversityOfFlorida","Agentic",72,"18","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3172","60","UniversityOfFlorida","Agentic",75,"19","First-year","Female","Other","Fail"
"3173","61","UniversityOfFlorida","Agentic",78,"20","Sophomore","Female","Asian-American","Fail"
"3174","62","UniversityOfFlorida","Communal",72,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3175","63","UniversityOfFlorida","Agentic",70,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3176","64","UniversityOfFlorida","Agentic",70,"18","First-year","Female","African-American","Pass"
"3177","65","UniversityOfFlorida","Communal",75,"18","First-year","Female","Asian-American","Fail"
"3178","66","UniversityOfFlorida","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3181","69","UniversityOfFlorida","Communal",77,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3182","7","UniversityOfFlorida","Agentic",75,"18","First-year","Female","Latino or Hispanic","Pass"
"3183","70","UniversityOfFlorida","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3184","71","UniversityOfFlorida","Agentic",80,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"3185","72","UniversityOfFlorida","Communal",78,"20","Junior","Female","Asian-American","Fail"
"3186","73","UniversityOfFlorida","Communal",75,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3187","74","UniversityOfFlorida","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3189","76","UniversityOfFlorida","Communal",70,"18","First-year","Male","African-American","Pass"
"3190","77","UniversityOfFlorida","Agentic",73,"18","Sophomore","Female","African-American","Pass"
"3191","78","UniversityOfFlorida","Agentic",80,"18","First-year","Female","African-American","Pass"
"3192","79","UniversityOfFlorida","Communal",72,"26","Junior","Female","White, non-Hispanic or latino","Fail"
"3194","80","UniversityOfFlorida","Agentic",75,"18","First-year","Female","Latino or Hispanic","Pass"
"3195","81","UniversityOfFlorida","Communal",73,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3196","82","UniversityOfFlorida","Communal",70,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3197","83","UniversityOfFlorida","Communal",70,"21","Junior","Male","Latino or Hispanic","Pass"
"3198","84","UniversityOfFlorida","Communal",80,"18","First-year","Male","Multiracial","Fail"
"3199","85","UniversityOfFlorida","Agentic",76,"19","First-year","Female","African-American","Pass"
"3200","86","UniversityOfFlorida","Agentic",74,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3201","87","UniversityOfFlorida","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3202","88","UniversityOfFlorida","Communal",74,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3203","89","UniversityOfFlorida","Communal",70,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3205","90","UniversityOfFlorida","Communal",78,"18","Other","Female","Multiracial","Pass"
"3206","91","UniversityOfFlorida","Communal",73,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3207","92","UniversityOfFlorida","Agentic",70,"19","Sophomore","Female","African-American","Fail"
"3209","94","UniversityOfFlorida","Communal",68,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3210","95","UniversityOfFlorida","Communal",70,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"3211","96","UniversityOfFlorida","Communal",70,"18","First-year","Female","Latino or Hispanic","Pass"
"3212","97","UniversityOfFlorida","Communal",72,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3213","98","UniversityOfFlorida","Communal",76,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3214","99","UniversityOfFlorida","Communal",78,"24","Junior","Male","Latino or Hispanic","Pass"
"3216",NA,"UniversityOfFlorida","Communal",74,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3217",NA,"UniversityOfFlorida","Communal",72,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3218",NA,"UniversityOfFlorida","Communal",70,"18","First-year","Female","Asian-American","Pass"
"3219",NA,"UniversityOfFlorida","Communal",70,"18","First-year","Male","African-American","Fail"
"3221",NA,"UniversityOfFlorida","Agentic",75,"19","First-year","Female","African-American","Fail"
"3222",NA,"UniversityOfFlorida","Communal",78,"18","First-year","Female","Asian-American","Pass"
"3223",NA,"UniversityOfFlorida","Agentic",72,NA,NA,NA,NA,NA
