"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck"
"2636","74","TexasAandM","Agentic",75,"18","First-year","Male","Latino or Hispanic","Fail"
"2637","75","TexasAandM","Agentic",75,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2638","76","TexasAandM","Agentic",70,"18","First-year","Female","Asian-American","Pass"
"2639","77","TexasAandM","Communal",73,"20","Sophomore","Female","Latino or Hispanic","Pass"
"2641","79","TexasAandM","Communal",77,"19","Sophomore","Female","Latino or Hispanic","Fail"
"2644","81","TexasAandM","Agentic",77,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2645","82","TexasAandM","Agentic",75,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"2646","83","TexasAandM","Agentic",78,"19","Sophomore","Male","Multiracial","Pass"
"2647","84","TexasAandM","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2648","85","TexasAandM","Agentic",79,"18","First-year","Female","Multiracial","Fail"
"2649","86","TexasAandM","Communal",75,"21","Senior","Female","Latino or Hispanic","Pass"
"2650","87","TexasAandM","Communal",80,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2651","88","TexasAandM","Communal",76,"18","First-year","Male","Latino or Hispanic","Fail"
"2652","89","TexasAandM","Agentic",78,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"2653","9","TexasAandM","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2655","91","TexasAandM","Agentic",76,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2657","93","TexasAandM","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2658","94","TexasAandM","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2659","95","TexasAandM","Agentic",75,"18","First-year","Male","Native Hawaiian and other Pacific Islander","Pass"
"2660","96","TexasAandM","Communal",70,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2661","97","TexasAandM","Communal",76,"18","First-year","Female","Latino or Hispanic","Pass"
"2662","98","TexasAandM","Communal",72,"18","First-year","Female","Latino or Hispanic","Pass"
"2663","99","TexasAandM","Agentic",80,"21","Junior","Male","Asian-American","Fail"
"2664","no survey?","TexasAandM","Communal",78,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"2665",NA,"TexasAandM","Communal",73,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2666",NA,"TexasAandM","Agentic",75,"21","Junior","Female","White, non-Hispanic or latino","Fail"
"2667",NA,"TexasAandM","Communal",76,"18","First-year","Female","African-American","Pass"
"2669",NA,"TexasAandM","Agentic",78,"20","Junior","Male","White, non-Hispanic or latino","Fail"
"2670",NA,"TexasAandM","Agentic",75,"18","First-year","Male","Latino or Hispanic","Pass"
"2671",NA,"TexasAandM","Agentic",70,"19","First-year","Female","Latino or Hispanic","Pass"
"2672",NA,"TexasAandM","Communal",74,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2673",NA,"TexasAandM","Agentic",70,NA,NA,NA,NA,NA
"2674",NA,"TexasAandM","Communal",81,"18","First-year","Male","Multiracial","Pass"
